source,persons,time,nb_articles,avg_tone
ouest-france.fr,jean-jacques annaud,2021/3,8,-3.92156862745098
ouest-france.fr,bruno retailleau,2021/1,8,-1.278179653877851
ouest-france.fr,bessin huppain,2021/1,8,1.89393939393939
sudouest.fr,maria zakharova,2021/2,8,-8.91938250428817
ouest-france.fr,jake angeli,2021/2,8,-5.46654099905749
sudouest.fr,sheikh ahmed nasser al-sabah,2021/1,8,0.0
ouest-france.fr,hasan rohani,2021/3,8,-3.202842239727485
sudouest.fr,pedro simas,2021/2,8,-1.7214696223316888
sudouest.fr,hamad al-thani,2021/1,8,0.0
ouest-france.fr,michelle bachelet,2021/3,8,-6.955609523663138
sudouest.fr,thierry sabine,2021/1,8,-1.39049826187717
ouest-france.fr,lindsey boylan,2021/3,8,-2.9787734639919763
ouest-france.fr,damien abad,2021/3,8,-2.8018590032698136
ouest-france.fr,lonnie coffman,2021/2,8,-5.46654099905749
sudouest.fr,ashraf eissa,2021/1,8,-3.83522727272727
ouest-france.fr,delage letterpost,2021/3,8,-2.792058188756756
sudouest.fr,mohamed hasan,2021/1,8,-3.83522727272727
sudouest.fr,ziad takieddine,2021/2,8,-7.32600732600733
ouest-france.fr,obiang nguema,2021/3,8,-6.95410292072323
sudouest.fr,abdel fattah al-sissi,2021/1,8,-5.21042084168337
sudouest.fr,nasser al-attiyah,2021/1,8,-1.39049826187717
ouest-france.fr,christophe chaillou,2021/3,8,-2.96610169491525
ouest-france.fr,jacinda ardern,2021/3,8,-1.42679900744417
sudouest.fr,thomas markle,2021/3,8,-0.8091778564004575
ouest-france.fr,alain fischer,2021/1,8,-1.2854790994634897
sudouest.fr,loujain al-hathloul,2021/1,8,-1.39049826187717
sudouest.fr,monique lubin,2021/1,8,-0.9885741885931912
sudouest.fr,cyril despres,2021/1,8,-1.39049826187717
sudouest.fr,luiz inacio lula,2021/3,8,-4.387056571702006
ouest-france.fr,jason biggs,2021/2,8,-5.46654099905749
ouest-france.fr,alberto bachelet,2021/3,8,-7.87172011661808
sudouest.fr,maria van kerkhove,2021/2,8,-4.35835351089588
ouest-france.fr,axel kahn,2021/1,8,-1.127963125548728
sudouest.fr,abbas araghchi,2021/2,8,-4.67289719626168
sudouest.fr,mario draghi,2021/3,8,-0.6457564575645758
sudouest.fr,mohamed abdelrahman,2021/1,8,-3.83522727272727
ouest-france.fr,christopher alberts,2021/2,8,-5.46654099905749
ouest-france.fr,africa socorridos,2021/3,8,-6.95410292072323
ouest-france.fr,nkoa ntoma,2021/3,8,-6.95410292072323
ouest-france.fr,adam johnson,2021/2,8,-5.46654099905749
ouest-france.fr,louie gohmert,2021/1,8,-2.52747252747253
sudouest.fr,bernard preynat,2021/1,8,-3.91705069124424
sudouest.fr,gerald darmanin,2021/2,7,-3.233853865432811
ouest-france.fr,tedros adhanom,2021/2,7,-0.3003003003003
ouest-france.fr,jen psaki,2021/2,7,-5.95854922279793
sudouest.fr,khin nyein,2021/2,7,-4.02684563758389
ouest-france.fr,tedros adhanom,2021/3,7,-1.903662073036157
ouest-france.fr,tanus tarn,2021/2,7,-5.95854922279793
sudouest.fr,edouard philippe,2021/3,7,-3.2524271844660197
sudouest.fr,paul kelly,2021/3,7,-4.8689138576779
sudouest.fr,anne hidalgo,2021/1,7,-3.2086326816841715
sudouest.fr,mariano rajoy,2021/3,7,-1.0498687664042
sudouest.fr,franck riester,2021/1,7,-1.8421052631578998
ouest-france.fr,jake sullivan,2021/2,7,-3.58306188925081
ouest-france.fr,anthony simon,2021/2,7,0.324149108589951
ouest-france.fr,jacques santoni,2021/3,7,-8.38852097130243
sudouest.fr,maarten luther king,2021/2,7,-3.3442622950819705
ouest-france.fr,hamad al-thani,2021/1,7,3.88349514563107
ouest-france.fr,mark warner,2021/3,7,-1.9204389574759897
ouest-france.fr,jon ossof,2021/1,7,-0.111234705228031
ouest-france.fr,ilhan omar,2021/1,7,-0.111234705228031
ouest-france.fr,emmanuel cumulerait faber,2021/3,7,-0.950118764845606
sudouest.fr,andrew pollard,2021/2,7,-0.6231003039513674
sudouest.fr,los angeles,2021/3,7,-3.0625276548092613
ouest-france.fr,sheikh ahmed nasser al-sabah,2021/1,7,-1.02040816326531
ouest-france.fr,florence vincent,2021/2,7,-7.7013651438414295
ouest-france.fr,samir abboud,2021/3,7,-2.14592274678112
sudouest.fr,sitsang oxford,2021/2,7,-3.3442622950819705
sudouest.fr,artur paiva,2021/2,7,-1.4367816091954
ouest-france.fr,arnon milchan,2021/2,7,-2.39520958083832
ouest-france.fr,michael sherwin,2021/1,7,-3.9361702127659606
ouest-france.fr,rachid temal,2021/1,7,-1.37313432835821
sudouest.fr,nicholas farrelly,2021/2,7,-3.3442622950819705
sudouest.fr,michel rocard,2021/3,7,-3.2524271844660197
ouest-france.fr,alessandra biaggi,2021/3,7,-2.70655270655271
ouest-france.fr,darius rochebin,2021/1,7,-6.2874251497006
sudouest.fr,laurent fabius,2021/3,7,-3.2524271844660197
sudouest.fr,liang wannian,2021/2,7,-2.5679758308157097
sudouest.fr,jean-marc ayrault,2021/3,7,-3.2524271844660197
ouest-france.fr,sheikh nawaf al-ahmad al-sabah,2021/1,7,-1.02040816326531
ouest-france.fr,sarim fassi-fihri,2021/3,7,-5.69105691056911
ouest-france.fr,charlie dalin,2021/1,7,-0.639179371427352
ouest-france.fr,dashli babbitt,2021/1,7,-1.77514792899408
ouest-france.fr,achilles achilles,2021/3,7,-2.00471698113208
ouest-france.fr,selahattin demirtas,2021/3,7,0.630914826498423
ouest-france.fr,harry meghan,2021/3,7,-2.00471698113208
ouest-france.fr,mick mulvaney,2021/1,7,-3.9361702127659606
sudouest.fr,michael taylor,2021/3,7,-4.8689138576779
ouest-france.fr,john east,2021/2,7,-0.37073652990607997
sudouest.fr,rufus gifford,2021/1,7,0.7802340702210658
sudouest.fr,marion koopmans,2021/2,7,-2.5679758308157097
ouest-france.fr,william walker,2021/3,7,-1.9204389574759897
sudouest.fr,roberto fico,2021/3,7,-0.7380073800738008
ouest-france.fr,khin maung,2021/3,7,-5.69105691056911
ouest-france.fr,youssef el,2021/3,7,-2.14592274678112
ouest-france.fr,erwan challot,2021/2,7,0.126582278481013
ouest-france.fr,yoann bonnafous,2021/2,7,-5.95854922279793
sudouest.fr,viktor orban,2021/3,7,0.284900284900285
sudouest.fr,michel monvoisin,2021/2,7,-1.00502512562814
ouest-france.fr,tayyip erdogan,2021/3,7,0.630914826498423
sudouest.fr,emmanuel faber,2021/3,7,-1.8024439065653814
sudouest.fr,mark rutte,2021/3,7,-1.696331436268233
ouestaf.com,kor massar,2021/3,7,-5.792163543441229
ouest-france.fr,queen king,2021/2,7,2.80603297088741
ouest-france.fr,justice john roberts,2021/1,7,-1.77514792899408
ouest-france.fr,nora quoirin,2021/1,7,-9.18367346938776
ouest-france.fr,nicolas hulot,2021/2,7,-3.575298465586964
sudouest.fr,saad hariri,2021/3,7,-6.84039087947883
ouest-france.fr,valerie pcresse,2021/3,7,-0.14936742834365432
sudouest.fr,dalton donald,2021/1,7,0.7802340702210658
ouest-france.fr,franck dubray,2021/1,7,-4.1372992839774545
sudouest.fr,thea kolsen fischer,2021/2,7,-2.5679758308157097
ouest-france.fr,dalton donald,2021/1,7,-0.111234705228031
ouest-france.fr,nicolas sarkozy,2021/1,7,-4.237893555940009
ouest-france.fr,rufus gifford,2021/1,7,-0.111234705228031
ouest-france.fr,yannick bestaven,2021/1,7,-0.515038806110316
sudouest.fr,ibrahim boubacar,2021/1,7,-4.638381146687764
sudouest.fr,phil robertson,2021/2,7,-3.3442622950819705
ouest-france.fr,mazie hirono,2021/3,7,-2.70655270655271
sudouest.fr,afp giuliano,2021/3,7,-0.7380073800738008
ouest-france.fr,ashli babbitt,2021/1,7,-1.77514792899408
sudouest.fr,lai xiaomin,2021/1,7,-4.3261231281198
sudouest.fr,ren zhiqiang,2021/1,7,-4.3261231281198
ouest-france.fr,ayuba abdullahi,2021/2,7,-7.88804071246819
ouest-france.fr,timothy blodgett,2021/3,7,-1.9204389574759897
ouest-france.fr,jacques billant,2021/3,7,-0.593119810201661
ouest-france.fr,benyamin netanyahu,2021/2,7,-2.39520958083832
sudouest.fr,dave wasserman,2021/1,7,0.7802340702210658
ouestaf.com,assane diagne,2021/3,7,-5.792163543441229
sudouest.fr,michael aris,2021/2,7,-3.3442622950819705
ouest-france.fr,eric ciotti,2021/1,7,-1.37313432835821
sudouest.fr,kyaw kyaw,2021/2,7,-4.02684563758389
ouest-france.fr,dave wasserman,2021/1,7,-0.111234705228031
sudouest.fr,dordogne a perigueux,2021/2,7,-1.9512993945738029
ouest-france.fr,christian lacroix,2021/2,7,2.80603297088741
ouest-france.fr,suzie states,2021/3,7,-4.37226733291693
ouest-france.fr,damien seguin,2021/1,7,-1.1835656593192865
ouest-france.fr,stephanie tully,2021/3,7,-0.676818950930626
ouest-france.fr,tedros adhanom ghebreyesus,2021/2,7,-0.3003003003003
ouestaf.com,moustapha diop,2021/3,7,-5.792163543441229
ouest-france.fr,denis lambert,2021/2,7,1.7639136436613516
sudouest.fr,reims matthew,2021/2,7,-1.81818181818182
ouestaf.com,quousmane sonko,2021/3,7,-5.792163543441229
ouest-france.fr,yedioth ahronoth,2021/2,7,-2.39520958083832
ouest-france.fr,atlantic retz,2021/2,6,-1.40845070422535
ouest-france.fr,jean-paul troadec,2021/3,6,-1.65912518853695
ouest-france.fr,montbrial thibault,2021/3,6,-7.72727272727273
ouest-france.fr,nagorny karabakh,2021/1,6,-2.46153846153846
ouest-france.fr,claudia mo,2021/3,6,-7.114624505928849
sudouest.fr,ahmed al,2021/3,6,-5.8027079303675
ouest-france.fr,fidan dogan,2021/1,6,-5.85683297180043
ouest-france.fr,europe philippe jurgensen,2021/2,6,-1.7114914425427898
ouest-france.fr,matt pottinger,2021/1,6,-2.9023746701847
ouest-france.fr,augusto santos silva,2021/1,6,-2.46153846153846
sudouest.fr,danny altmann,2021/3,6,-1.7241379310344798
ouest-france.fr,meps fidesz,2021/3,6,-2.40585774058577
sudouest.fr,abdelhakim sefrioui,2021/3,6,-8.39506172839506
ouest-france.fr,charles michel,2021/3,6,-5.35714285714286
sudouest.fr,myo nyunt,2021/2,6,-4.66666666666667
ouest-france.fr,ingrid betancourt,2021/2,6,-7.014681892332791
ouest-france.fr,alexis mcgill johnson,2021/3,6,-6.06796116504854
ouest-france.fr,sunni imam al-azhar,2021/3,6,0.3642987249544631
ouest-france.fr,luc simon,2021/3,6,-3.3599471633152866
ouest-france.fr,jurgen klopp,2021/2,6,-3.1278748850046
ouest-france.fr,kevin lamarque,2021/1,6,-3.3149171270718205
ouest-france.fr,antony blinken,2021/1,6,-4.92813141683778
sudouest.fr,hill catherine,2021/2,6,-0.650195058517556
ouest-france.fr,lucas barioulet,2021/2,6,2.3972602739726
ouest-france.fr,goldsmith zac,2021/3,6,-3.60824742268041
ouest-france.fr,avecioannis papadopoulos,2021/2,6,-3.1278748850046
ouest-france.fr,patrick gomont,2021/2,6,0.840336134453782
ouest-france.fr,emmanuelle white,2021/3,6,1.7119838872104698
ouest-france.fr,diyar dogan,2021/1,6,-5.85683297180043
ouest-france.fr,yousri dali,2021/3,6,-1.96917808219178
sudouest.fr,yannick jadot,2021/1,6,-3.77358490566038
sudouest.fr,franklin delano roosevelt,2021/2,6,-1.06666666666667
ouest-france.fr,joshua wong,2021/1,6,-4.92813141683778
sudouest.fr,palestinian mahmoud abbas,2021/3,6,-1.91387559808612
ouest-france.fr,saoud al-qahtani,2021/3,6,-6.96629213483146
sudouest.fr,anthony fauci,2021/1,6,-2.37430167597765
ouest-france.fr,afp yekbun,2021/1,6,-5.85683297180043
ouest-france.fr,meghan markle,2021/2,6,1.21951219512195
ouest-france.fr,jamal khashoggi,2021/3,6,-6.96629213483146
ouest-france.fr,pascal soriot,2021/2,6,0.9501187648456059
sudouest.fr,jen psaki,2021/2,6,-4.66666666666667
ouest-france.fr,joshua wong,2021/3,6,-7.114624505928849
ouest-france.fr,delage letterpost,2021/1,6,-2.171433069621217
ouest-france.fr,hannah mckay,2021/3,6,3.00429184549356
ouest-france.fr,debbie wasserman schultz,2021/1,6,-3.75494071146245
sudouest.fr,quhamou benlatreche,2021/1,6,-6.666666666666669
ouest-france.fr,mario draghi,2021/3,6,-2.40585774058577
sudouest.fr,fabian roussel,2021/1,6,-3.77358490566038
sudouest.fr,yann herrera,2021/3,6,-2.82352941176471
ouest-france.fr,jean-claude juncker,2021/3,6,-2.40585774058577
ouest-france.fr,fabian keller,2021/2,6,-1.7114914425427898
ouest-france.fr,chris liddell,2021/1,6,-2.9023746701847
sudouest.fr,putin vladimir,2021/2,6,-4.73372781065089
sudouest.fr,bruno nicolas sarkozy,2021/3,6,-0.303030303030303
sudouest.fr,alan baker,2021/3,6,-1.91387559808612
ouest-france.fr,larem antoine,2021/2,6,-1.7114914425427898
ouest-france.fr,idriss sihamedi,2021/3,6,-7.72727272727273
sudouest.fr,lrem lebec,2021/1,6,-3.77358490566038
sudouest.fr,guillaume durand,2021/1,6,-3.85093167701863
ouest-france.fr,catherine trautmann,2021/2,6,-1.7114914425427898
ouest-france.fr,afp cyril,2021/2,6,0.759493670886076
ouest-france.fr,john lee,2021/1,6,-4.92813141683778
sudouest.fr,gaza gaza,2021/3,6,-1.91387559808612
ouest-france.fr,pope franois,2021/3,6,-2.08608451634203
sudouest.fr,guay udde,2021/1,6,-3.85093167701863
sudouest.fr,carole ghosn,2021/3,6,-4.08163265306122
ouest-france.fr,alexander lukashenko,2021/2,6,-1.7114914425427898
ouest-france.fr,philippe laurent,2021/2,6,-1.7114914425427898
ouest-france.fr,zohra bitan,2021/3,6,-7.72727272727273
ouest-france.fr,tiffany yuen,2021/1,6,-4.92813141683778
ouest-france.fr,touquet fasquelle,2021/3,6,-0.295420974889217
sudouest.fr,arabia arabia,2021/3,6,-5.8027079303675
sudouest.fr,philippe albert,2021/2,6,-4.66666666666667
sudouest.fr,oriol junqueras,2021/3,6,-3.0018761726078806
sudouest.fr,marise payne,2021/2,6,-4.66666666666667
sudouest.fr,tyra krause,2021/1,6,-3.47003154574132
ouest-france.fr,antivaccins europe,2021/1,6,-2.75974025974026
ouest-france.fr,laurent gerra,2021/1,6,-1.6483516483516503
ouest-france.fr,carlos ghosn,2021/3,6,-7.69230769230769
ouest-france.fr,geoffroy didier,2021/3,6,-2.40585774058577
ouest-france.fr,rickie niceta,2021/1,6,-2.9023746701847
ouest-france.fr,herbert kickl,2021/3,6,-7.85340314136126
ouest-france.fr,afp islamologist,2021/2,6,-6.188925081433221
sudouest.fr,clara ponsati,2021/3,6,-3.0018761726078806
ouest-france.fr,mohammed al-otaibi,2021/3,6,-6.96629213483146
sudouest.fr,brahim chnina,2021/3,6,-8.39506172839506
sudouest.fr,greg kelly,2021/3,6,-4.08163265306122
sudouest.fr,meshulam dovid,2021/3,6,-1.91387559808612
ouest-france.fr,manfred weber,2021/3,6,-2.40585774058577
sudouest.fr,abdelmajid tebboune,2021/2,6,-2.7295285359801498
ouest-france.fr,fidesz viktor orban,2021/3,6,-2.40585774058577
ouest-france.fr,raif badawi,2021/3,6,-6.96629213483146
sudouest.fr,erna solberg,2021/1,6,-3.9902653328908464
ouest-france.fr,thomas ruyant,2021/1,6,-0.6640099202600153
ouest-france.fr,carole ghosn,2021/3,6,-7.69230769230769
ouest-france.fr,clifford stott,2021/3,6,-7.114624505928849
ouest-france.fr,ademe a lacroix,2021/2,6,0.78125
ouest-france.fr,kalidou koulibaly,2021/2,6,-3.1278748850046
ouest-france.fr,meghan harry,2021/3,6,-3.60824742268041
ouest-france.fr,john clancey,2021/1,6,-4.92813141683778
sudouest.fr,meps catalan,2021/3,6,-3.0018761726078806
ouest-france.fr,kamala harris,2021/1,6,1.6733770807844899
sudouest.fr,catalan carles,2021/3,6,-3.0018761726078806
ouest-france.fr,paul grisham,2021/2,6,-1.98412698412698
ouest-france.fr,europe nathalie,2021/2,6,-1.7114914425427898
ouest-france.fr,claudia mo,2021/1,6,-4.92813141683778
sudouest.fr,franck riester,2021/3,6,-2.82352941176471
ouest-france.fr,nicola mannion,2021/3,6,-5.35714285714286
ouestaf.com,alassane ouattara,2021/3,6,0.387596899224806
ouest-france.fr,johns hopkins,2021/1,6,-2.7120214768054414
ouest-france.fr,thierry breton,2021/3,6,-1.710718368064715
ouest-france.fr,yves clement,2021/2,6,-1.7114914425427898
ouest-france.fr,dominic raab,2021/3,6,-5.35714285714286
ouest-france.fr,adam schiff,2021/1,6,-3.75494071146245
ouest-france.fr,sakine cansiz,2021/1,6,-5.85683297180043
ouest-france.fr,amir saadouni,2021/2,6,-7.014681892332791
ouest-france.fr,lady diana,2021/3,6,-3.60824742268041
sudouest.fr,paul marsan,2021/2,6,-0.650195058517556
sudouest.fr,myint swe,2021/2,6,-4.66666666666667
sudouest.fr,carlos carole ghosn,2021/3,6,-4.08163265306122
ouest-france.fr,ahmed ouyahia,2021/1,6,-3.6096256684492
ouest-france.fr,denis lambert,2021/3,6,0.7978237850074864
sudouest.fr,gila gamliel,2021/3,6,-6.29370629370629
sudouest.fr,eric nelson,2021/3,6,-5.0215164603083595
ouest-france.fr,assadollah assadi,2021/2,6,-7.014681892332791
ouest-france.fr,louise witter,2021/1,6,-3.6096256684492
sudouest.fr,alexandra cordebard,2021/1,6,-3.85093167701863
sudouest.fr,yoshihide suga,2021/1,6,-1.7155628583291402
ouest-france.fr,george bush,2021/3,6,-6.06796116504854
ouest-france.fr,xavier bertrand,2021/3,6,-2.446129464677212
ouest-france.fr,sarkozy nicolas sarkozy,2021/3,6,-0.3401360544217689
ouest-france.fr,michael jackson,2021/3,5,-1.35658914728682
ouest-france.fr,annie genevard,2021/3,5,-2.89115646258503
ouest-france.fr,jacqueline veyrac,2021/1,5,-5.08982035928144
ouest-france.fr,muriel bowser,2021/1,5,-4.12979351032448
sudouest.fr,jacob anthony,2021/1,5,-6.03448275862069
ouest-france.fr,anne hidalgo,2021/1,5,-4.84261501210654
sudouest.fr,jake angeli,2021/1,5,-6.03448275862069
ouest-france.fr,thierry mariani,2021/3,5,-2.89115646258503
sudouest.fr,ali al-sistani,2021/3,5,-3.18840579710145
ouest-france.fr,square lafayette,2021/2,5,5.83756345177665
ouest-france.fr,jamie raskin,2021/1,5,-3.5765057987280224
ouest-france.fr,emma lavigne,2021/2,5,0.864560949044774
ouest-france.fr,carlos tavares,2021/1,5,0.528401585204756
sudouest.fr,mary donegam,2021/2,5,-0.561009817671809
ouest-france.fr,greg abbott,2021/3,5,-1.02639296187683
ouest-france.fr,yasutoshi nishimura,2021/1,5,-3.06513409961686
ouest-france.fr,hatem salah,2021/1,5,-4.18943533697632
ouest-france.fr,kaung myat hlaing,2021/3,5,-4.0625
ouest-france.fr,eric dupond-moretti,2021/2,5,-4.348783561606822
ouest-france.fr,saddam hussein,2021/1,5,-4.18943533697632
sudouest.fr,derrick evans,2021/1,5,-6.03448275862069
sudouest.fr,antonio guterres,2021/3,5,-6.35964912280702
ouest-france.fr,november carlos tavares,2021/1,5,0.528401585204756
sudouest.fr,josu urrutikoetxea,2021/1,5,-2.95566502463054
ouest-france.fr,thierry breton,2021/2,5,-0.9787609180350347
sudouest.fr,kaung myat hlaing,2021/3,5,-7.62886597938144
ouest-france.fr,christian jacob,2021/3,5,-2.89115646258503
ouest-france.fr,guillaume durand,2021/1,5,-4.84261501210654
ouest-france.fr,june fabio panetta,2021/2,5,-5.69476082004556
ouest-france.fr,sergei lavrov,2021/2,5,-4.05797101449275
sudouest.fr,philip keizer,2021/2,5,-0.561009817671809
ouest-france.fr,brownie young,2021/1,5,-3.23741007194245
sudouest.fr,kamala harris,2021/1,5,-1.046424036329983
ouest-france.fr,dany leprince,2021/3,5,-5.395208753724562
sudouest.fr,paul aussaresses,2021/3,5,-5.62091503267974
ouest-france.fr,thomas pesquet,2021/3,5,-4.42655935613682
sudouest.fr,boris johnson,2021/2,5,-4.69973890339426
sudouest.fr,biontech ugur sahin,2021/1,5,-0.619834710743802
ouest-france.fr,addis ababa,2021/3,5,-5.06155950752394
ouest-france.fr,roselyne bachelot,2021/3,5,-1.70940170940171
sudouest.fr,asa hutchinson,2021/2,5,-1.11576011157601
ouest-france.fr,britanniqueboris johnson,2021/3,5,-4.21545667447307
ouestaf.com,etienne fakaba sissoko,2021/3,5,-0.656096227446692
sudouest.fr,edouard balladur,2021/2,5,-6.86695278969957
ouest-france.fr,lev ponomarev,2021/2,5,-5.28375733855186
sudouest.fr,thomas kula,2021/2,5,-0.561009817671809
ouest-france.fr,chunyan li,2021/3,5,-0.775193798449612
ouest-france.fr,arnaud montebourg,2021/2,5,-0.952380952380952
ouest-france.fr,nicolas sarkozy,2021/2,5,-2.0392339419081327
ouest-france.fr,gerald darmanin,2021/3,5,-4.632048712227224
sudouest.fr,ameer al halbi,2021/1,5,-6.23946037099494
sudouest.fr,jund al-khilafa,2021/3,5,-7.568438003220609
sudouest.fr,beaver jr,2021/2,5,-1.11576011157601
ouest-france.fr,nicolas dupont-aignan,2021/1,5,0.759013282732448
sudouest.fr,dugur sahin,2021/1,5,-0.619834710743802
sudouest.fr,edward balladur,2021/2,5,-6.86695278969957
ouest-france.fr,afp christophe,2021/2,5,-3.26086956521739
sudouest.fr,ali khamenei,2021/1,5,-5.29661016949153
sudouest.fr,marcus ryder,2021/3,5,-4.21940928270042
sudouest.fr,jamie dimon,2021/1,5,-4.7438330170778
sudouest.fr,ernesto olvera,2021/2,5,-0.561009817671809
sudouest.fr,eve taylor,2021/2,5,-0.561009817671809
sudouest.fr,michael corbat,2021/1,5,-4.7438330170778
ouest-france.fr,myat hlaing,2021/3,5,-4.0625
sudouest.fr,haas caroline,2021/2,5,-3.17124735729387
sudouest.fr,christophe deloire,2021/1,5,-6.23946037099494
sudouest.fr,caroline letoile,2021/2,5,-8.399083269671504
ouest-france.fr,mazen darwish,2021/3,5,-6.06796116504854
ouest-france.fr,pascal lelarge,2021/1,5,-2.10325047801147
ouest-france.fr,johns hopkins,2021/3,5,-1.02639296187683
ouest-france.fr,christophe bernard,2021/1,5,-2.6375478927203098
sudouest.fr,charles dayot,2021/1,5,-0.346020761245674
ouest-france.fr,eric dupond-moretti,2021/3,5,-3.3228030509598425
ouest-france.fr,boris ravignon,2021/1,5,1.38740661686233
sudouest.fr,angela merkel,2021/3,5,-2.84271047227926
sudouest.fr,rudolph giuliani,2021/3,5,-2.81954887218045
ouest-france.fr,vera jourova,2021/3,5,-5.0
sudouest.fr,walter hall,2021/2,5,-0.561009817671809
ouest-france.fr,romanyism bulgagrian,2021/2,5,-5.08021390374332
sudouest.fr,eddy cue,2021/3,5,0.62111801242236
ouest-france.fr,elizabeth warren,2021/1,5,-3.463560001964864
ouest-france.fr,alexandra cordebard,2021/1,5,-4.84261501210654
ouest-france.fr,chris casey,2021/3,5,-0.365853658536585
ouest-france.fr,cftc psa,2021/1,5,0.528401585204756
sudouest.fr,willy lubin,2021/2,5,-8.63309352517986
ouest-france.fr,giuseppe berta,2021/1,5,0.528401585204756
sudouest.fr,jund al-khilafa,2021/2,5,-7.79220779220779
ouest-france.fr,simon maughan,2021/1,5,-2.20264317180617
sudouest.fr,fabian picardo,2021/1,5,-3.8389513108614195
sudouest.fr,sandrine rousseau,2021/2,5,-3.17124735729387
ouest-france.fr,hasan rohani,2021/1,5,-6.16438356164384
ouest-france.fr,tom mckenzie,2021/1,5,-4.12979351032448
sudouest.fr,donald jr,2021/3,5,-2.81954887218045
ouest-france.fr,macky sall,2021/1,5,-2.06337509211496
sudouest.fr,eric swalwell,2021/3,5,-2.81954887218045
sudouest.fr,maripierre massou,2021/1,5,-6.896551724137931
ouest-france.fr,edward balladur,2021/3,5,-8.052251900955348
ouest-france.fr,lydia marlin,2021/3,5,-1.35658914728682
ouest-france.fr,oprah meghan,2021/3,5,-1.85185185185185
ouest-france.fr,giuseppe serena,2021/1,5,-5.08982035928144
sudouest.fr,jason miller,2021/3,5,-2.81954887218045
ouest-france.fr,greg sargent,2021/1,5,-3.463560001964864
ouest-france.fr,togo-pasteur godson lawson,2021/2,5,-5.08021390374332
ouest-france.fr,mary jane,2021/3,5,-1.47058823529412
ouest-france.fr,al khatib,2021/3,5,-6.06796116504854
ouest-france.fr,steve kostas,2021/3,5,-6.06796116504854
ouest-france.fr,gerald darmanin,2021/2,5,-1.195350515848818
ouest-france.fr,igor zhdanov,2021/2,5,-5.28375733855186
ouest-france.fr,doan cuong,2021/3,5,1.29032258064516
ouest-france.fr,christine haas,2021/3,5,2.0746887966805
sudouest.fr,adam johnson,2021/1,5,-6.03448275862069
ouestaf.com,madibo mao makalou,2021/3,5,-0.656096227446692
ouest-france.fr,paula claas,2021/1,5,0.334448160535117
sudouest.fr,brian sicknick,2021/1,5,-7.886435331230279
sudouest.fr,david schoen bruce,2021/2,5,-1.11576011157601
ouest-france.fr,los angeles,2021/1,5,-2.06337509211496
ouest-france.fr,a mary jane,2021/3,5,-1.47058823529412
sudouest.fr,marjorie lebreton,2021/3,5,0.503355704697987
sudouest.fr,romanyism bulgagrian,2021/2,5,-5.4380664652568
ouest-france.fr,justin welby,2021/3,5,-0.365853658536585
ouest-france.fr,thomas piketty,2021/2,5,-5.69476082004556
sudouest.fr,ali khamenei,2021/2,5,-4.04984423676012
sudouest.fr,bennie thompson,2021/3,5,-2.81954887218045
ouest-france.fr,jean-claude ribault,2021/2,5,-2.42290748898678
ouest-france.fr,helmut claas,2021/1,5,0.334448160535117
sudouest.fr,adam kinzinger,2021/2,5,-1.11576011157601
ouest-france.fr,alexis babin,2021/3,5,-4.85436893203884
ouest-france.fr,patrick balkany,2021/1,5,-4.845390070921988
sudouest.fr,mitch mcconnell,2021/3,5,-2.81954887218045
ouest-france.fr,igor matovic,2021/3,5,1.9230769230769202
sudouest.fr,lindsey boylan,2021/3,5,-6.66666666666667
ouest-france.fr,abbey saint-serge,2021/3,5,-2.23880597014925
sudouest.fr,guillermo klein,2021/3,5,-2.81954887218045
ouest-france.fr,yoshihide suga,2021/2,5,-1.378424796692906
ouest-france.fr,rohani hasan,2021/1,5,-6.16438356164384
sudouest.fr,ashok kumar,2021/2,4,-4.84375
sudouest.fr,baptist sallefranque,2021/3,4,-4.278933092224236
ouest-france.fr,jeff bezos,2021/2,4,0.294695481335953
ouest-france.fr,europe europe,2021/1,4,-3.18471337579618
ouest-france.fr,ruth elkrief,2021/2,4,-0.420168067226891
ouest-france.fr,thomas jefferson,2021/2,4,-3.6697247706422
ouest-france.fr,david schoen bruce,2021/1,4,-3.29218106995885
ouest-france.fr,anthony fauci,2021/3,4,0.0987166831194473
sudouest.fr,jean-paul hamon,2021/3,4,-1.71919770773639
ouest-france.fr,jacob kaplan,2021/2,4,-4.31654676258993
ouest-france.fr,thierry magnan,2021/2,4,0.0
ouest-france.fr,bruce beaver,2021/1,4,-3.29218106995885
sudouest.fr,fidel castro,2021/2,4,-3.24675324675325
ouest-france.fr,sheikh tidiane,2021/3,4,-4.7008547008547
ouest-france.fr,reham yaaqoub,2021/1,4,-6.05326876513317
ouest-france.fr,arnold schwarzenegger,2021/1,4,-2.51396648044693
sudouest.fr,ricardo valdivia,2021/2,4,-4.29184549356223
sudouest.fr,laurence magnin,2021/3,4,1.70940170940171
ouest-france.fr,rupert colville,2021/3,4,-5.06108202443281
sudouest.fr,cedric caubre,2021/2,4,-1.92962542565267
sudouest.fr,nadu marsaudon,2021/3,4,2.72904483430799
ouest-france.fr,sayidat al-najat,2021/3,4,-3.03030303030303
ouest-france.fr,michel martelly,2021/2,4,-4.52127659574468
sudouest.fr,luc mlenchon,2021/3,4,-1.6739682817839325
ouest-france.fr,carles puigdemont,2021/3,4,-1.15207373271889
sudouest.fr,alexandrian barnaba,2021/3,4,-4.278933092224236
