source,persons,time,nb_articles,avg_tone
sudouest.fr,johns hopkins,2021/1,3,-2.678078024159357
ouest-france.fr,sea annick girardin,2021/1,3,-0.796178343949045
ouest-france.fr,philippe peythieu,2021/1,3,-1.22887864823349
sudouest.fr,barbara pompili,2021/3,3,-2.85714285714286
ouest-france.fr,castell henllys,2021/1,3,-2.82685512367491
sudouest.fr,mady dicko,2021/1,3,-3.2128514056224895
ouest-france.fr,caroline granier,2021/2,3,-0.480769230769231
ouest-france.fr,afp clara,2021/3,3,-6.1744966442953
sudouest.fr,loic vantal,2021/2,3,-8.90756302521008
sudouest.fr,delphine batho,2021/3,3,-3.28638497652582
sudouest.fr,eric godard,2021/3,3,-4.9438202247191
ouest-france.fr,roselyne bachelot,2021/1,3,1.50891632373114
sudouest.fr,joshua wong,2021/1,3,-4.60893854748603
ouest-france.fr,roberto blanchedent,2021/1,3,-6.08695652173913
ouest-france.fr,buckingham aspen,2021/3,3,-1.54981549815498
ouest-france.fr,arandir singh,2021/1,3,-3.6717062634989204
sudouest.fr,luc chetrit,2021/3,3,-2.8037383177570105
ouest-france.fr,julie gayet,2021/3,3,-2.29007633587786
ouest-france.fr,christian taudon,2021/2,3,0.7968127490039839
ouest-france.fr,steve dickson,2021/3,2,-3.36391437308869
sudouest.fr,luc mlenchon,2021/1,2,-1.35593220338983
ouest-france.fr,melanie a cholet,2021/1,2,-0.784313725490196
ouest-france.fr,yann moricet,2021/1,2,1.18577075098814
sudouest.fr,steffen seibert,2021/1,2,-3.15985130111524
sudouest.fr,christophe hourcade,2021/3,2,-2.27272727272727
sudouest.fr,jean-marc champeaux,2021/2,2,-7.60233918128655
sudouest.fr,matthew snape,2021/2,2,-0.142857142857143
ouest-france.fr,martin bouygues,2021/3,2,-3.50109409190372
ouest-france.fr,jeffrey epstein,2021/3,2,-2.30607966457023
ouest-france.fr,nicolas cariou,2021/1,2,-3.13152400835073
sudouest.fr,mbala mbala,2021/2,2,-9.70873786407767
sudouest.fr,yuriko koike,2021/1,2,-3.54430379746835
ouest-france.fr,audrey hepburn,2021/2,2,0.37243947858473
ouest-france.fr,ngo oxfam,2021/3,2,-0.643776824034335
ouest-france.fr,atlantic a saint-nazaire,2021/2,2,-1.95439739413681
sudouest.fr,kiran millwood hargrave,2021/1,2,-0.772797527047913
sudouest.fr,matthias lehmann,2021/3,2,2.30414746543779
sudouest.fr,bruno dey,2021/2,2,-8.33333333333333
sudouest.fr,annick lucas,2021/3,2,-4.0650406504065
ouest-france.fr,ariel weil,2021/2,2,-2.11267605633803
ouest-france.fr,erbil pope,2021/3,2,-1.31926121372032
ouest-france.fr,abraham lincoln,2021/1,2,-2.81425891181989
ouest-france.fr,vale doise,2021/3,2,-0.909090909090909
ouest-france.fr,breton bernard,2021/1,2,-2.47524752475248
sudouest.fr,julian royan,2021/3,2,-0.319488817891374
sudouest.fr,square states,2021/1,2,-2.47395833333333
ouest-france.fr,sarah ferguson,2021/2,2,0.427350427350427
ouest-france.fr,roberto biton,2021/1,2,0.813008130081301
sudouest.fr,alexander maulin,2021/1,2,-0.364963503649635
ouest-france.fr,barham saleh,2021/3,2,-1.27118644067797
ouest-france.fr,arnaud chereau,2021/2,2,0.865800865800866
sudouest.fr,martine ladoucette,2021/3,2,-1.8
ouest-france.fr,pedro duque,2021/2,2,-4.1871921182266
ouest-france.fr,didier conrad,2021/1,2,1.62271805273834
sudouest.fr,chu saclay,2021/3,2,-2.21518987341772
sudouest.fr,margaret rogerson,2021/1,2,-0.772797527047913
sudouest.fr,roman maxim,2021/2,2,-1.19047619047619
ouest-france.fr,sacha baron cohen,2021/1,2,0.378787878787878
ouest-france.fr,jacques lebailly,2021/3,2,2.43161094224924
sudouest.fr,isabelle boinot,2021/3,2,2.30414746543779
sudouest.fr,ines el,2021/3,2,-2.69151138716356
sudouest.fr,mario grech,2021/2,2,-0.440528634361233
ouest-france.fr,ibrahim boubacar,2021/1,2,-5.15222482435597
ouest-france.fr,jules ferry,2021/2,2,-1.93050193050193
sudouest.fr,christophe castaner,2021/3,2,-2.005022659700375
sudouest.fr,esquirol saint-hilaire,2021/1,2,0.0
ouest-france.fr,trelaze franck,2021/1,2,3.24675324675325
ouest-france.fr,marion marshal,2021/3,2,0.740740740740741
ouest-france.fr,jean-marc bloch,2021/1,2,-6.14754098360656
ouest-france.fr,souladakis guillaume,2021/1,2,-2.0746887966805
sudouest.fr,sheikh tidiane,2021/3,2,-7.06638115631692
ouest-france.fr,lann lola,2021/3,2,-6.99588477366255
sudouest.fr,al qaeda,2021/1,2,-3.70967741935484
ouest-france.fr,sundar pichai,2021/1,2,-2.79542566709022
ouest-france.fr,frank philip stella tennant,2021/1,2,0.684931506849315
ouest-france.fr,christine angot,2021/2,2,-6.56565656565657
ouest-france.fr,michele boisvert,2021/3,2,-1.22448979591837
ouest-france.fr,walker violet,2021/3,2,-4.14364640883978
ouest-france.fr,a terry gilliam,2021/3,2,0.70859167404783
ouest-france.fr,joe manchin,2021/2,2,1.07816711590296
ouest-france.fr,kristi noem,2021/1,2,-2.99785867237687
ouest-france.fr,eric dupond-moretti,2021/1,2,-1.76991150442478
ouest-france.fr,belabbas bounaga,2021/3,2,-9.84251968503937
ouest-france.fr,bertrand leclerc,2021/1,2,-5.88235294117647
ouest-france.fr,trelaze mauboussin,2021/1,2,3.24675324675325
ouest-france.fr,christophe marx,2021/3,2,0.694444444444444
ouest-france.fr,sekou keita,2021/1,2,-4.43349753694581
sudouest.fr,alexei levinson,2021/3,2,-2.0
sudouest.fr,gironde bcc,2021/1,2,2.8436018957346
ouest-france.fr,souladakis jean-carles,2021/1,2,-1.18343195266272
sudouest.fr,maarten hirsch,2021/1,2,0.151515151515151
ouest-france.fr,angel mancini,2021/3,2,-1.36986301369863
ouest-france.fr,guislaine david,2021/3,2,-1.74825174825175
ouest-france.fr,alpes-maritimes ciotti,2021/1,2,-0.866551126516464
ouest-france.fr,joel batteux,2021/1,2,0.578034682080925
sudouest.fr,sarah el,2021/3,2,0.387596899224807
ouest-france.fr,nicolas pallois,2021/1,2,0.862068965517242
ouest-france.fr,franois boscher,2021/2,2,-2.5
ouest-france.fr,stephanie loiret,2021/2,2,1.53256704980843
sudouest.fr,gavin williamson,2021/3,2,-2.50941028858218
ouest-france.fr,hancock matt,2021/1,2,-1.64113785557987
ouest-france.fr,camille kouchner,2021/3,2,-4.01146131805158
ouest-france.fr,knight marie-lise,2021/1,2,3.24675324675325
ouest-france.fr,annick ridge,2021/1,2,-7.90960451977401
sudouest.fr,castle angelus,2021/3,2,-5.91836734693878
ouest-france.fr,chuck keeney,2021/2,2,1.07816711590296
ouest-france.fr,frank philip stella,2021/1,2,0.684931506849315
ouest-france.fr,nicole bacharan,2021/1,2,-2.45098039215686
ouest-france.fr,isabelle aubry,2021/1,2,-7.90960451977401
sudouest.fr,viviana simon,2021/3,2,-2.15686274509804
ouest-france.fr,alice sternberg letterpost,2021/2,2,-4.39024390243902
sudouest.fr,marisa rocco,2021/3,2,-4.58839406207827
ouest-france.fr,sun dawu,2021/1,2,-7.01298701298701
ouest-france.fr,maarten blachier,2021/1,2,-3.60610263522885
ouest-france.fr,florent belon,2021/2,2,4.13793103448276
sudouest.fr,sleiman haroun,2021/1,2,-3.54430379746835
sudouest.fr,camille chaize,2021/1,2,-2.47395833333333
sudouest.fr,xavier niel,2021/1,2,-0.859598853868195
ouest-france.fr,ludovic husse,2021/1,2,-0.253164556962025
ouest-france.fr,arnaud fontanet,2021/2,2,-0.65359477124183
ouest-france.fr,donald may,2021/1,2,-1.91082802547771
ouest-france.fr,nathalie saunier,2021/3,2,3.16455696202532
sudouest.fr,laurence rouede,2021/3,2,2.14797136038186
sudouest.fr,knights brisson,2021/3,2,2.71739130434783
sudouest.fr,steve dickson,2021/3,2,-3.09859154929577
ouest-france.fr,david samzun,2021/3,2,-0.5
ouest-france.fr,diego mendez,2021/2,2,-7.61245674740484
ouest-france.fr,thierry baron,2021/3,2,0.99009900990099
ouest-france.fr,dupetit thours,2021/3,2,-1.84615384615385
ouest-france.fr,laurent gbagbo,2021/3,2,0.282485875706214
ouest-france.fr,thierry benoit,2021/3,2,-0.896860986547085
ouest-france.fr,emer cooke,2021/3,2,2.10084033613445
ouest-france.fr,laurent peron,2021/1,2,0.0
sudouest.fr,christophe negrier,2021/3,2,2.14797136038186
sudouest.fr,jill biden,2021/3,2,-0.99502487562189
ouest-france.fr,afp carine,2021/2,2,-8.05084745762712
ouest-france.fr,jean-baptiste lemoine,2021/3,2,0.0
sudouest.fr,yan lespoux,2021/3,2,1.70212765957447
sudouest.fr,tchoma bangou,2021/1,2,-6.13026819923372
ouest-france.fr,laderas norte,2021/2,2,-7.61245674740484
sudouest.fr,paul magnette,2021/2,2,-4.73933649289099
ouest-france.fr,harry potter,2021/1,2,2.04918032786885
ouest-france.fr,bauge thomas alban,2021/1,2,3.24675324675325
ouest-france.fr,beaver bruce,2021/2,2,-6.16113744075829
ouest-france.fr,joao doria,2021/3,2,-4.95049504950495
ouest-france.fr,camille hamel,2021/3,2,5.82010582010582
sudouest.fr,reims chu,2021/3,2,-3.03030303030303
ouest-france.fr,john commons,2021/1,2,0.738007380073801
ouest-france.fr,ali baba,2021/2,2,0.889453621346887
sudouest.fr,marensin maremne adour,2021/3,2,0.396825396825397
sudouest.fr,thierry boissinot,2021/3,2,3.01507537688442
sudouest.fr,jean-baptiste lemoyne,2021/3,2,-2.0497803806735
sudouest.fr,abdelmajid tebboune,2021/3,2,-1.02040816326531
sudouest.fr,gabriel matzneff,2021/2,2,-2.38742018595273
sudouest.fr,boris vallaud,2021/2,2,-7.95947901591896
ouest-france.fr,aude thomas,2021/2,2,0.25062656641604
ouest-france.fr,franois legault,2021/3,2,-1.22448979591837
ouest-france.fr,roman bouliou,2021/3,2,-10.5691056910569
ouest-france.fr,manning peyton,2021/2,2,-2.44360902255639
sudouest.fr,michael kretschmer,2021/1,2,-3.15985130111524
ouest-france.fr,christophe bernard letterpost,2021/3,2,-1.471109535625665
ouest-france.fr,edf hercules,2021/3,2,0.384615384615385
ouest-france.fr,jean-marc thouelin,2021/3,2,2.43161094224924
ouest-france.fr,john kerry,2021/3,2,0.919117647058823
ouest-france.fr,franck marlin,2021/2,2,-2.07792207792208
sudouest.fr,camille kouchner,2021/3,2,-4.34782608695652
sudouest.fr,macky sall,2021/3,2,-7.06638115631692
ouest-france.fr,dolce vita,2021/2,2,-3.91134289439374
sudouest.fr,thierry santa,2021/2,2,-4.91803278688525
ouest-france.fr,ehpad chamberlain,2021/1,2,-3.13152400835073
sudouest.fr,bcc gironde,2021/1,2,2.8436018957346
sudouest.fr,adolphe lacroix,2021/3,2,1.2448132780083
ouest-france.fr,anthony fauci,2021/1,2,0.756756756756756
sudouest.fr,amal mollat,2021/3,2,1.70212765957447
ouest-france.fr,sonia pinel,2021/3,2,1.25786163522013
sudouest.fr,allgemeine sonntagszeitung,2021/2,2,-3.93258426966292
sudouest.fr,roman rolland,2021/1,2,-0.772797527047913
ouest-france.fr,anjou matthew,2021/2,2,-4.09356725146199
ouest-france.fr,sebastian kurz,2021/2,2,-3.90738060781476
ouest-france.fr,laurent delahousse,2021/1,2,1.27118644067797
ouest-france.fr,andy rubin,2021/1,2,-2.79542566709022
ouest-france.fr,cantenay-epinard alexander,2021/1,2,3.24675324675325
ouest-france.fr,carole knight,2021/3,2,0.348432055749129
ouest-france.fr,piazza rabelais,2021/2,2,-2.64550264550265
ouest-france.fr,thomas lorient,2021/2,2,-0.735294117647058
ouest-france.fr,howard irwin,2021/2,2,2.97872340425532
ouest-france.fr,jean-marc ayrault,2021/1,2,2.31481481481481
sudouest.fr,emmanuelle wargon,2021/1,2,2.56959314775161
sudouest.fr,cardinal grech,2021/2,2,-0.440528634361233
sudouest.fr,nicola sturgeon,2021/1,2,-0.478468899521531
ouest-france.fr,odile guihal,2021/2,2,-0.983606557377049
ouest-france.fr,alain tasma,2021/2,2,-2.0501138952164
ouest-france.fr,simon stevens,2021/3,2,0.0
ouest-france.fr,johnny hallyday,2021/3,2,-6.99588477366255
ouest-france.fr,medef sarthe,2021/1,2,1.96850393700787
ouest-france.fr,mari ducamin,2021/1,2,2.8169014084507
ouest-france.fr,yvonne huynh,2021/1,2,-6.36042402826855
sudouest.fr,laurent nivard,2021/3,2,-0.406504065040651
ouest-france.fr,yves boiteau farah,2021/2,2,0.497512437810946
ouest-france.fr,cross europe,2021/2,2,-1.55440414507772
sudouest.fr,abdelmajid chikhi,2021/3,2,-1.02040816326531
ouest-france.fr,david samzun,2021/1,2,3.24324324324324
ouest-france.fr,ann bigham,2021/2,2,-1.48760330578512
sudouest.fr,ford gran torino,2021/2,2,-2.507861635220125
ouest-france.fr,dridi sonia,2021/1,2,1.67197452229299
sudouest.fr,paul grisham,2021/2,2,-2.21238938053097
ouest-france.fr,hans kluge,2021/2,2,-1.22324159021407
ouest-france.fr,thomas markle,2021/3,2,-1.31004366812227
ouest-france.fr,rodolphe thomas,2021/3,2,0.434782608695652
sudouest.fr,america latin,2021/2,2,-1.91082802547771
ouest-france.fr,natsuko okuyama,2021/3,2,-4.86725663716814
ouest-france.fr,auvergne rhne,2021/1,2,-1.55642023346304
ouest-france.fr,gwendal leroy,2021/2,2,-5.15463917525773
ouest-france.fr,willy lubin,2021/2,2,-8.46560846560847
ouest-france.fr,lanzamos el,2021/2,2,-4.1871921182266
sudouest.fr,delphine bernard,2021/1,2,1.29589632829374
ouestaf.com,cross africa,2021/2,2,0.0809912962593845
ouest-france.fr,joseph castelli,2021/3,2,-8.04597701149425
ouest-france.fr,olympiakos le piree,2021/1,2,0.72463768115942
ouest-france.fr,jean-francois baron,2021/2,2,0.865800865800866
ouest-france.fr,annick girardin,2021/2,2,0.585651537335286
sudouest.fr,justine hortense,2021/3,2,-2.24358974358974
sudouest.fr,indian harris,2021/2,2,-2.15384615384615
sudouest.fr,duke henri,2021/1,2,0.0
ouest-france.fr,tigne manon,2021/1,2,3.24675324675325
ouest-france.fr,renaud van ruymbeke,2021/3,2,-3.78378378378378
sudouest.fr,dany leprince,2021/3,2,-5.87449933244326
sudouest.fr,catherine hiegel,2021/2,2,-5.0
ouest-france.fr,julian thomas,2021/2,2,0.37243947858473
sudouest.fr,philippe guignard,2021/3,2,-2.0497803806735
ouest-france.fr,chuck hagel,2021/1,2,-2.81425891181989
ouest-france.fr,nadia tugwell,2021/2,2,-1.48760330578512
ouest-france.fr,mari malcolm,2021/2,2,-0.961538461538462
ouest-france.fr,valerie pcresse,2021/1,2,-1.417004048582995
ouest-france.fr,david rachline,2021/3,2,-7.98479087452471
sudouest.fr,franois holland,2021/2,2,1.71990171990172
sudouest.fr,rochelle fountaine,2021/1,2,4.91223073190286
sudouest.fr,lisa tyler,2021/3,2,-2.50941028858218
sudouest.fr,christophe castaner,2021/1,2,-5.50595238095238
ouest-france.fr,patrick leclerc,2021/1,2,0.0
sudouest.fr,sharad arvind bobde,2021/3,2,-8.3756345177665
ouest-france.fr,mathieu magnaudeix,2021/3,2,-3.50109409190372
ouest-france.fr,elvys dorchini,2021/3,2,-9.06344410876133
ouest-france.fr,martin luther,2021/3,2,0.42016806722689
ouest-france.fr,donald rumsfeld,2021/1,2,-2.81425891181989
sudouest.fr,damien seguin,2021/1,2,0.527240773286467
ouest-france.fr,marc bloch,2021/1,2,-2.96296296296296
ouest-france.fr,pascal obispo,2021/1,2,0.756756756756756
ouest-france.fr,divaskell breizh,2021/3,2,-0.4261083743842345
ouest-france.fr,christine lagarde,2021/2,2,-2.44360902255639
sudouest.fr,yannick haenel,2021/2,2,-5.64971751412429
ouest-france.fr,francis goff,2021/3,2,-0.5
ouest-france.fr,cftc cyril chabanier,2021/1,2,0.282485875706215
sudouest.fr,royan atlantic,2021/3,2,-0.319488817891374
ouest-france.fr,ruth shady,2021/1,2,-8.41121495327103
ouest-france.fr,august a mathieu,2021/3,2,-2.18340611353712
sudouest.fr,thomas piketty,2021/2,2,-4.73933649289099
ouest-france.fr,trelaze dauber,2021/1,2,3.24675324675325
sudouest.fr,sun dawu,2021/1,2,-6.88405797101449
sudouest.fr,mark ghaly,2021/3,2,0.826446280991736
ouest-france.fr,yvon collin,2021/1,2,-5.0179211469534
ouest-france.fr,shemar moore,2021/3,2,-1.36986301369863
sudouest.fr,luc addor,2021/3,2,-2.69151138716356
ouest-france.fr,justin trudeau,2021/2,2,-2.44360902255639
sudouest.fr,vincent butler,2021/2,2,2.734375
ouest-france.fr,edouard balladur,2021/3,2,-8.69565217391304
ouest-france.fr,thomas ruyant,2021/2,2,-0.735294117647058
ouest-france.fr,a duke edinburgh,2021/3,2,1.01351351351351
ouest-france.fr,albert uderzo,2021/1,2,1.62271805273834
ouest-france.fr,lyons florence delaunay,2021/3,2,-5.41871921182266
sudouest.fr,usman sonko,2021/3,2,-7.06638115631692
ouest-france.fr,perwin ibrahim afp,2021/3,2,-4.33839479392625
sudouest.fr,fatou bensouda,2021/2,2,-5.72687224669604
ouest-france.fr,marietta karamanli,2021/2,2,-1.84049079754601
sudouest.fr,mary jane,2021/3,2,1.2448132780083
ouest-france.fr,thierry burlot,2021/3,2,-0.896860986547085
sudouest.fr,shani wilson,2021/3,2,-6.15384615384615
ouest-france.fr,javad zarif,2021/1,2,-2.53456221198157
ouest-france.fr,emmanuelle lejeune,2021/1,2,0.78125
ouest-france.fr,pagina diego,2021/2,2,-7.61245674740484
ouest-france.fr,franziska giffey,2021/1,2,0.0
ouest-france.fr,atlantic a fincantieri,2021/2,2,2.35849056603774
ouest-france.fr,serge klarsfeld,2021/1,2,-5.40540540540541
sudouest.fr,lucy peng,2021/1,2,-6.88405797101449
sudouest.fr,savanta comres,2021/1,2,-0.478468899521531
ouest-france.fr,sophie lapix,2021/1,2,1.27118644067797
ouest-france.fr,sophie lapix,2021/3,2,0.0
ouest-france.fr,savanta comres,2021/1,2,-0.239234449760765
ouest-france.fr,doug ford,2021/1,2,-1.74216027874565
ouest-france.fr,yvon collinouest-france,2021/1,2,-5.0179211469534
sudouest.fr,kay scheller,2021/3,2,-3.86740331491713
ouest-france.fr,renault kangoo,2021/2,2,-3.93258426966292
sudouest.fr,ivan jablonka,2021/3,2,1.70212765957447
ouest-france.fr,florent menegaux,2021/1,2,1.67197452229299
sudouest.fr,jorge bergoglio,2021/1,2,-1.68350168350168
ouest-france.fr,franois ruffin,2021/2,2,-3.73134328358209
sudouest.fr,hill jonathan,2021/3,2,1.86721991701245
sudouest.fr,john demjanjuk,2021/2,2,-8.33333333333333
ouest-france.fr,frederic lambert,2021/2,2,0.72463768115942
ouest-france.fr,emmanuel weber,2021/1,2,0.0
ouest-france.fr,biden joe,2021/3,2,-6.54205607476635
ouest-france.fr,sloan stanley,2021/3,2,3.17460317460317
ouest-france.fr,d adolf hitler,2021/1,2,-6.32603406326034
ouest-france.fr,kara silverstein,2021/1,2,-2.79542566709022
ouest-france.fr,september a saint-brieuc,2021/1,2,-1.86170212765957
ouest-france.fr,manon aubry,2021/1,2,-0.866551126516464
sudouest.fr,tedros adhanom,2021/2,2,-2.38095238095238
sudouest.fr,mark bertrand,2021/3,2,-0.406504065040651
ouest-france.fr,pascal lebas,2021/3,2,-2.22222222222222
ouest-france.fr,bastia arnaud,2021/3,2,-8.04597701149425
ouest-france.fr,alexis babin,2021/1,2,0.813008130081301
ouest-france.fr,lea salame,2021/3,2,-3.1496062992126
sudouest.fr,jean-baptiste lemoyne,2021/1,2,-1.91570881226054
ouest-france.fr,pedro simas,2021/2,2,-3.90738060781476
ouest-france.fr,john a alencon,2021/3,2,1.42857142857143
ouest-france.fr,yves boiteau letterpost,2021/1,2,-1.93236714975845
ouest-france.fr,rakuten darty,2021/2,2,0.889453621346887
sudouest.fr,fabian buccio,2021/1,2,2.8436018957346
ouest-france.fr,fabrice henanff,2021/2,2,-3.76569037656904
ouest-france.fr,niamkey koffi,2021/3,2,0.282485875706214
sudouest.fr,kate obrien,2021/1,2,-1.21703853955375
sudouest.fr,chu toulouse,2021/1,2,-1.06951871657754
ouest-france.fr,gaulle a roissy,2021/3,2,-3.48258706467662
sudouest.fr,a barnum pcr,2021/1,2,-2.56410256410256
ouest-france.fr,yves boiteau letterpost,2021/2,2,0.497512437810946
sudouest.fr,xavier bettel,2021/1,2,0.0
ouest-france.fr,joseph cuvelier,2021/1,2,-0.662251655629138
sudouest.fr,a duke edinburgh,2021/3,2,3.48837209302326
ouest-france.fr,belfort vosges,2021/1,2,-3.60610263522885
sudouest.fr,patrick seguin,2021/1,2,2.8436018957346
ouest-france.fr,alexis chauvet,2021/1,2,-0.662251655629138
sudouest.fr,iyad ag ghaly,2021/1,2,-1.52027027027027
ouest-france.fr,andras arato,2021/2,2,-3.33333333333333
sudouest.fr,catalan meps,2021/3,2,-1.50214592274678
sudouest.fr,luc moudenc,2021/3,2,-2.7972027972028
ouest-france.fr,julian isabelle,2021/2,2,3.29341317365269
sudouest.fr,hall talence,2021/3,2,-1.58730158730159
sudouest.fr,wood francw,2021/2,2,-2.45700245700246
ouest-france.fr,sime darby,2021/1,2,-4.49438202247191
ouest-france.fr,franois cuillandre,2021/2,2,0.729927007299271
ouest-france.fr,sean hannity,2021/1,2,-2.99785867237687
ouest-france.fr,isabelle balkany,2021/3,2,-3.50109409190372
sudouest.fr,jens stoltenberg,2021/2,2,-5.0
ouest-france.fr,rod phillips,2021/1,2,-1.74216027874565
sudouest.fr,alain fischer,2021/1,2,-1.91570881226054
ouest-france.fr,nicola sturgeon,2021/1,2,-0.239234449760765
ouest-france.fr,pascal perrineau,2021/3,2,-3.78378378378378
ouest-france.fr,mark esper,2021/1,2,-2.81425891181989
sudouest.fr,edward philippe,2021/2,2,-1.16363636363636
sudouest.fr,crazy horse,2021/3,2,-1.93050193050193
ouest-france.fr,boris vallaud,2021/3,2,-3.86904761904762
ouest-france.fr,matthew lebrun,2021/3,2,-1.54639175257732
ouest-france.fr,rachid el,2021/3,2,-5.46448087431694
ouest-france.fr,kamal khera,2021/1,2,-1.74216027874565
ouest-france.fr,patrick boivin,2021/1,2,2.13523131672598
ouest-france.fr,helmut kohl,2021/1,2,-1.35135135135135
ouest-france.fr,brigitte bareges,2021/2,2,-7.01298701298701
ouest-france.fr,cyberharceleur amanda,2021/2,2,1.15942028985507
ouest-france.fr,guillaume maarten,2021/3,2,-4.16666666666667
sudouest.fr,ngo oxfam,2021/3,2,0.22883295194508
ouest-france.fr,camille stephen,2021/2,2,-4.09356725146199
sudouest.fr,damien abad,2021/3,2,-3.0690537084399
ouest-france.fr,christopher miller,2021/1,2,-2.81425891181989
ouest-france.fr,raymond domenech,2021/1,2,0.862068965517242
sudouest.fr,shinzo abe,2021/1,2,-3.08483290488432
ouest-france.fr,marisa peyre,2021/3,2,-3.15898498187468
sudouest.fr,statisticienne sheila,2021/3,2,-2.50941028858218
ouest-france.fr,richard kuhn,2021/2,2,0.0
ouest-france.fr,nathalie bernard,2021/2,2,3.15789473684211
ouest-france.fr,gustave courbet,2021/2,2,-2.0501138952164
ouest-france.fr,lenny romero,2021/1,2,-3.38345864661654
ouest-france.fr,isabelle moreau,2021/3,2,-1.80722891566265
sudouest.fr,christiane taubira,2021/3,2,-5.66666666666667
ouest-france.fr,carole etienne,2021/3,2,-2.83018867924528
ouest-france.fr,william cohen,2021/1,2,-2.81425891181989
ouest-france.fr,winston churchill,2021/2,2,-0.859106529209622
ouest-france.fr,parul koul,2021/1,2,-2.79542566709022
ouest-france.fr,nicolas henin,2021/2,2,0.729927007299271
ouest-france.fr,carole rousseau,2021/3,2,-1.36986301369863
ouest-france.fr,denis baupin,2021/2,2,-6.56565656565657
ouest-france.fr,santa maria,2021/2,2,-3.90738060781476
ouest-france.fr,didier maarten,2021/2,2,-8.33333333333333
ouest-france.fr,dominic dwyer,2021/2,2,-0.686498855835241
ouest-france.fr,john david washington,2021/2,2,-0.961538461538462
sudouest.fr,ravyn issa,2021/3,2,-6.71641791044776
sudouest.fr,ali riza polat,2021/1,2,-9.12280701754386
ouest-france.fr,thouarce alexander,2021/1,2,3.24675324675325
sudouest.fr,michel banchereau,2021/3,2,-2.24358974358974
ouest-france.fr,william perry,2021/1,2,-2.81425891181989
ouest-france.fr,francoise gate,2021/3,2,-0.896860986547085
ouest-france.fr,boris johnson reconfinement,2021/1,2,-1.93003618817853
sudouest.fr,angouleme a lucia,2021/3,2,1.2448132780083
sudouest.fr,prince harry,2021/2,2,-1.98675496688742
ouest-france.fr,franois marie,2021/2,2,-2.0501138952164
ouest-france.fr,adama bictogo,2021/3,2,0.282485875706214
sudouest.fr,george a floyd,2021/3,2,-6.11111111111111
sudouest.fr,mark mcgowan,2021/2,2,-5.88235294117647
ouest-france.fr,franck daniel,2021/3,2,2.43161094224924
sudouest.fr,ngozi okonjo-iweala,2021/2,2,1.84615384615385
sudouest.fr,lrem michel dennemont,2021/3,2,-5.73770491803279
sudouest.fr,ruth elkrief,2021/2,2,0.0
ouest-france.fr,stuart mcneil,2021/2,2,1.52027027027027
ouest-france.fr,albert stone,2021/3,2,-2.98507462686567
sudouest.fr,kremlin dmitri peskov,2021/2,2,-6.70498084291188
sudouest.fr,michel dennemont,2021/3,2,-5.73770491803279
ouest-france.fr,nancy mathieu klein,2021/1,2,-3.60610263522885
ouest-france.fr,philippe mithouard,2021/3,2,-4.19354838709677
ouest-france.fr,ronal rodriguez,2021/2,2,-4.1871921182266
ouest-france.fr,franois holland,2021/2,2,-2.8709541824295903
sudouest.fr,laurence cohen,2021/2,2,-2.64026402640264
sudouest.fr,boris johnson justin trudeau,2021/1,2,1.49501661129568
ouest-france.fr,guay bertrand,2021/3,2,-4.58605634194499
ouest-france.fr,audi ille,2021/3,2,-0.896860986547085
sudouest.fr,roberto azevedo,2021/2,2,1.84615384615385
ouest-france.fr,camille freslon-shadili,2021/1,2,-2.47524752475248
ouest-france.fr,david pujadas,2021/1,2,1.27118644067797
ouest-france.fr,arnaud viornery,2021/2,2,-3.7593984962406
ouest-france.fr,maxim simon,2021/2,2,2.92682926829268
sudouest.fr,roger sessions,2021/3,2,-1.61290322580645
ouest-france.fr,kurt nelson,2021/3,2,1.15830115830116
sudouest.fr,alexander chemetoff,2021/1,2,0.952380952380953
sudouest.fr,isabelle autissier,2021/1,2,4.91223073190286
sudouest.fr,sea sheperd,2021/3,2,-2.24358974358974
sudouest.fr,mohamed bazoum,2021/1,2,-6.13026819923372
ouest-france.fr,december brigitte bareges,2021/2,2,-7.01298701298701
sudouest.fr,boris vallaud,2021/3,2,-3.0690537084399
ouest-france.fr,fabrice carrat,2021/2,2,-4.20168067226891
ouest-france.fr,gamer lenovo,2021/1,2,2.3643949930459
sudouest.fr,elie tenenbaum,2021/1,2,-1.52027027027027
ouest-france.fr,raymond aron,2021/1,2,-1.35135135135135
sudouest.fr,darren klemm,2021/2,2,-5.88235294117647
ouest-france.fr,peyton krebs,2021/1,2,0.174520069808028
ouest-france.fr,donald jr,2021/1,2,-2.99785867237687
ouest-france.fr,a caen dorian wolf,2021/1,2,0.72463768115942
ouest-france.fr,christophe castaner,2021/1,2,-5.62770562770563
sudouest.fr,laurent peyrondet,2021/3,2,-3.553053018945075
ouest-france.fr,buona tavola,2021/3,2,1.15606936416185
sudouest.fr,lindiquera matthew,2021/3,2,-7.40131578947368
sudouest.fr,charles edward berry,2021/2,2,-5.06666666666667
ouest-france.fr,smartbox macbook,2021/2,2,0.889453621346887
ouest-france.fr,castle gontier,2021/2,2,3.05676855895197
ouest-france.fr,martin luther,2021/1,2,0.0
ouest-france.fr,notre-dame secours,2021/3,2,-1.27118644067797
ouest-france.fr,a jerome lourdais,2021/3,2,0.598802395209581
sudouest.fr,alibaba jack,2021/1,2,-6.88405797101449
