ID,num_mentions
962289104,10
962289171,10
962289209,10
962289211,10
962289218,10
962289296,10
962289299,10
962289300,10
962289346,10
962289431,10
962290264,10
962290350,10
962290363,10
962290373,10
962290380,10
962290411,10
962290416,10
962290420,10
962290425,10
962290427,10
962290443,10
962290444,10
962290452,10
962290458,10
962290503,10
962290569,10
962291404,10
962291413,10
962291423,10
962291512,10
962291537,10
962291569,10
962291579,10
962292104,10
962292110,10
962292123,10
962292199,10
962292218,10
962292219,10
962292246,10
962292309,10
962292366,10
962293259,10
962293314,10
962293334,10
962293384,10
962293404,10
962294368,10
962294449,10
962294525,10
962294526,10
962294569,10
962294570,10
962294606,10
962294687,10
962294751,10
962294795,10
962295404,10
962295407,10
962295513,10
962295514,10
962295593,10
962295598,10
962295618,10
962296801,10
962296831,10
962296932,10
962297030,10
962297031,10
962297731,10
962297739,10
962297772,10
962297822,10
962297827,10
962297832,10
962297846,10
962297847,10
962297848,10
962297889,10
962297896,10
962297985,10
962298068,10
962298704,10
962298705,10
962298724,10
962298725,10
962298775,10
962298783,10
962298835,10
962298837,10
962298839,10
962298840,10
962298846,10
962298944,10
962298950,10
962298951,10
962298980,10
962299096,10
962299102,10
962299145,10
962299150,10
962299219,10
962299235,10
962299237,10
962299241,10
962299264,10
962299306,10
962299312,10
962299332,10
962299338,10
962299421,10
962299444,10
962300920,10
962301035,10
962301037,10
962301052,10
962301097,10
962301279,10
962301366,10
962301407,10
962301457,10
962301481,10
962301499,10
962301507,10
962301621,10
962303134,10
962303212,10
962303216,10
962303260,10
962303294,10
962303310,10
962304028,10
962304104,10
962304126,10
962304175,10
962304177,10
962304179,10
962304207,10
962304275,10
962304919,10
962304927,10
962304978,10
962305007,10
962305046,10
962305050,10
962305139,10
962305918,10
962305929,10
962305940,10
962305977,10
962305978,10
962305989,10
962305990,10
962306017,10
962306018,10
962306034,10
962306049,10
962306050,10
962306107,10
962306129,10
962306709,10
962306718,10
962306792,10
962306838,10
962306907,10
962307002,10
962307003,10
962308011,10
962308052,10
962308076,10
962308161,10
962308165,10
962308174,10
962308956,10
962308957,10
962309004,10
962309027,10
962309094,10
962309107,10
962309136,10
962309223,10
962309229,10
962309248,10
962309349,10
962309395,10
962309494,10
962310294,10
962310348,10
962310460,10
962311559,10
962311634,10
962311661,10
962311677,10
962311745,10
962312592,10
962312646,10
962312665,10
962312667,10
962312671,10
962312701,10
962312703,10
962312704,10
962312761,10
962312774,10
962312805,10
962312825,10
962312846,10
962312869,10
962312898,10
962312921,10
962313488,10
962313493,10
962313527,10
962313528,10
962313532,10
962313533,10
962313539,10
962313548,10
962313573,10
962314372,10
962314374,10
962314457,10
962314475,10
962314579,10
962314614,10
962314777,10
962314853,10
962316356,10
962316358,10
962316381,10
962316460,10
962317334,10
962317339,10
962317340,10
962317420,10
962317423,10
962318743,10
962318941,10
962319764,10
962319807,10
962319848,10
962319850,10
962319941,10
962320088,10
962320158,10
962320878,10
962320962,10
962322978,10
962323009,10
962323017,10
962323057,10
962362431,10
962362432,10
962362433,10
963337933,10
962270756,9
962318776,9
962318782,9
962219635,8
962220337,8
962228026,8
962228218,8
962228219,8
962230979,8
962235049,8
962236360,8
962239752,8
962242331,8
962242965,8
962244247,8
962246799,8
962248757,8
962250393,8
962250442,8
962253175,8
962253305,8
962253316,8
962253399,8
962254197,8
962255446,8
962255857,8
962256017,8
962259310,8
962260772,8
962261935,8
962263995,8
962264441,8
962271381,8
962271452,8
962274466,8
962280936,8
962281839,8
962282010,8
962286208,8
962286644,8
962287486,8
962287488,8
962287490,8
962290910,8
962297263,8
962298494,8
962299553,8
962300803,8
962304503,8
962304582,8
962309897,8
962310015,8
962313186,8
962315186,8
962315192,8
962315853,8
962315912,8
962223717,8
962223718,8
962223726,8
962223799,8
962227620,8
962230001,8
962230003,8
962230434,8
962237901,8
962238899,8
962238969,8
962241042,8
962241043,8
962241057,8
962241058,8
962246414,8
962249100,8
962250064,8
962255598,8
962255600,8
962256537,8
962256651,8
962258209,8
962258578,8
962261499,8
962262337,8
962263665,8
962264581,8
962267101,8
962267224,8
962267367,8
962269981,8
962270238,8
962271772,8
962271927,8
962271928,8
962273868,8
962273945,8
962274017,8
962274021,8
962274022,8
962275469,8
962275474,8
962275649,8
962277040,8
962282401,8
962282513,8
962282518,8
962282745,8
962283608,8
962283609,8
962283694,8
962286982,8
962287803,8
962287927,8
962288107,8
962289302,8
962289303,8
962289305,8
962289463,8
962289526,8
962289531,8
962289532,8
962293328,8
962294480,8
962295459,8
962295551,8
962297776,8
962298702,8
962298737,8
962298785,8
962298815,8
962298832,8
962299069,8
962299071,8
962299151,8
962299238,8
962301430,8
962305140,8
962305941,8
962308218,8
962309610,8
962310288,8
962311579,8
962312676,8
962312706,8
962313466,8
962314477,8
962316327,8
962316478,8
962317260,8
962319780,8
962319841,8
962320052,8
962320855,8
962320936,8
962404562,8
962360546,8
962221095,7
962222308,7
962222563,7
962231027,7
962242017,7
962249933,7
962284067,7
962287266,7
962300547,7
962303586,7
962243134,7
962263610,7
962263612,7
962293331,7
962293476,7
962294521,7
962219618,6
962220242,6
962220315,6
962220339,6
962220363,6
962220366,6
962220422,6
962221096,6
962222054,6
962222559,6
962224522,6
962224903,6
962226468,6
962226545,6
962227108,6
962227109,6
962227333,6
962227402,6
962228817,6
962230981,6
962232033,6
962235047,6
962235053,6
962236082,6
962246833,6
962248077,6
962249473,6
962249476,6
962253497,6
962254194,6
962255997,6
962255999,6
962256002,6
962257521,6
962260926,6
962264184,6
962264333,6
962264343,6
962268103,6
962270744,6
962271266,6
962272369,6
962272700,6
962274278,6
962274730,6
962280921,6
962282017,6
962282023,6
962284185,6
962284987,6
962286206,6
962286466,6
